,date,time,ticker,link,headline,image,content
15,2020-10-28,07:44:00,TSLA,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-microsoft-earnings-apple-tesla-shopify-buy-point/?src=A00220,"Dow Jones Futures Dive 450 Points, As Microsoft Drops On Revenue Guidance; First Solar Surges On Earnings",https://www.investors.com/wp-content/uploads/2018/04/stock-Microsoft-07-shutter.jpg,"Dow Jones futures, along with S&P 500 futures and Nasdaq 100 futures, were sharply lower, as Microsoft fell on weak revenue guidance. Tech giants Apple and Tesla were set to retreat at the stock marke..."
16,2020-10-28,06:08:00,TSLA,https://finance.yahoo.com/news/tesla-autopilot-distant-second-gms-100840662.html,Tesla Autopilot 'a distant second' to GM's Super Cruise in hands-free test: Consumer Reports,https://s.yimg.com/ny/api/res/1.2/x1BxRukwtkjxaQHcOnFfFQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTU4NC40/https://s.yimg.com/uu/api/res/1.2/jLzcoK1QHFMSKzEtzphFjA--~B/aD00ODc7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/reuters-finance.com/db640c620b2fb66946e4d98a282b0790,"By Paul Lienert
DETROIT (Reuters) - General Motors Co s <GM.N> Super Cruise once again edged Tesla s <TSLA.O> Autopilot in an evaluation of 17 vehicles equipped with active driving assistance systems ..."
17,2020-10-28,06:00:00,TSLA,https://finance.yahoo.com/news/tesla-autopilot-distant-second-gms-100000810.html,Tesla Autopilot 'a distant second' to GM's Super Cruise in hands-free test -Consumer Reports,https://s.yimg.com/ny/api/res/1.2/Q5zCohCqhn8kwpo6kiovfw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwNjtoPTQ4/https://s.yimg.com/cv/apiv2/hlogos/reuters_Light.png,"By Paul Lienert
DETROIT, Oct 28 (Reuters) - General Motors Co s Super Cruise once again edged Tesla s Autopilot in an evaluation of 17 vehicles equipped with active driving assistance systems (ADAS) b..."
18,2020-10-28,05:18:00,TSLA,https://finance.yahoo.com/news/china-evs-catching-tesla-091832965.html,China EVs Are Catching Up With Tesla,https://s.yimg.com/ny/api/res/1.2/tga8gzK7Q3TMM65H6SDBQA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY0MA--/https://s.yimg.com/uu/api/res/1.2/jZPDXciNYrrKJnqx6VGRaA--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/df74b03f1daf2368ef4c147fd52e1833,"Beijing has massive ambitions for electric vehicles (EV), and it seeks 25% of all car sales in the country to be EVs by 2025, Financial Times reports.
In 2019, China sold 1.2 million EVs, accounting f..."
19,2020-10-27,21:00:00,TSLA,https://finance.yahoo.com/news/rpt-column-nickel-surplus-looms-010000615.html,RPT-COLUMN-Nickel surplus looms as electric vehicle buzz fades: Andy Home,https://s.yimg.com/ny/api/res/1.2/Q5zCohCqhn8kwpo6kiovfw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwNjtoPTQ4/https://s.yimg.com/cv/apiv2/hlogos/reuters_Light.png,"(Repeats Oct. 27 column with no changes. The opinions expressed here are those of the author, a columnist for Reuters)
* INSG nickel market balances: https://tmsnrt.rs/3jw7CXW
By Andy Home
LONDON, Oct..."
20,2020-10-27,20:26:00,TSLA,https://www.investors.com/market-trend/stock-market-today/tesla-stock-amd-jd-com-struggle-with-buy-point/?src=A00220,"AMD, Tesla, JD.com, Inphi Struggle With Early Buy Points, But This Is The Real Problem",https://www.investors.com/wp-content/uploads/2019/12/stock-Tesla-Model3-10-shutter.jpg,"In the past several days, AMD stock, Tesla (TSLA) JD.com (JD) and Inphi (IPHI) have already triggered early entry points. But they have all hit resistance and pulled back just as the buy signal flashe..."
21,2020-10-27,20:01:00,TSLA,https://finance.yahoo.com/news/blackrock-bezos-musk-charging-ahead-000100424.html,"Blackrock, Bezos And Musk Charging Ahead in this $30 Trillion Mega-Trend",https://s.yimg.com/ny/api/res/1.2/nIW.TG7fE194jaRY12YCFA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MA--/https://media.zenfs.com/en/oilprice.com/b8aa32415ba7391ba5f9a59e34b5163c,"A massive $250 billion has poured into ESG index funds since August, making ESG an investing megatrend that’s soared over 733% in just two years and has had over $30 trillion invested globally.This is..."
22,2020-10-27,19:11:00,TSLA,https://www.fool.com/investing/2020/10/27/what-happened-with-quibi/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,What Happened With Quibi?,https://g.foolcdn.com/editorial/images/596716/cover_mf.jpg,"In this episode of MarketFoolery, Chris Hill chats with Motley Fool analyst Jason Moser about the latest headlines and earnings reports from Wall Street. They ve got earnings news from the world s big..."
23,2020-10-27,19:02:00,TSLA,https://finance.yahoo.com/news/mercedes-bets-evolution-tesla-touts-230258319.html,Mercedes bets on evolution as Tesla touts revolution in automated driving,https://s.yimg.com/ny/api/res/1.2/o1DjEOOf3sIYk5fkgzYs1A--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIxMDtoPTEzMS4yNQ--/https://s.yimg.com/uu/api/res/1.2/Ny7oq8Kgna53Y8HsX0B10g--~B/aD01MzM7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/reuters.com/97cdf0ef155f8d9634972b6c368482f7,"By Edward Taylor
IMMENDINGEN, Germany (Reuters) - As Tesla touts the cutting-edge nature of its new Full Self Driving software, rival Mercedes-Benz says it has developed a similar system but stops sho..."
24,2020-10-27,17:09:00,TSLA,https://www.investopedia.com/investors-stay-in-the-neutral-zone-as-election-uncertainty-clouds-the-runway-5084549?utm_campaign=quote-yahoo&utm_source=yahoo&utm_medium=referral,Investors Remain in the Neutral Zone as Anxiety Stays High,"https://www.investopedia.com/thmb/XY5FVY5yQhmN__WCv3CHnkjWiM8=/680x453/filters:fill(auto,1)/shutterstock_115189843_bull_bear_statues-9890254a98374651949df0395606e9f9.jpg","More than seven months into the pandemic, and with a week to go before the election, investors find themselves in quite a paradox. On the one hand, there is the fear of missing out on more returns in ..."
25,2020-10-27,17:01:00,TSLA,https://www.marketwatch.com/story/tesla-inc-stock-outperforms-competitors-on-strong-trading-day-01603832487?siteid=yhoof2,Tesla Inc. stock outperforms competitors on strong trading day,https://images.mktw.net/im-215076/social,"Shares of Tesla Inc. TSLA, -4.39% rallied 1.05% to $424.68 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the NASDAQ Composite Index COMP, -3.73% rising 0..."
26,2020-10-27,15:27:00,TSLA,https://finance.yahoo.com/news/david-einhorn-says-tech-stocks-174728557.html,David Einhorn Says Tech Stocks Are in an Enormous Bubble,https://s.yimg.com/ny/api/res/1.2/6SEPnKEwnhxMYDOYVwGI4Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY0MC4zMg--/https://s.yimg.com/uu/api/res/1.2/razlJRKrD2CAaxmvYcgU_w--~B/aD0xMzM0O3c9MjAwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/bloomberg_technology_68/14a8fd2be6f27d71b6de04d94f5649e5,"(Bloomberg) -- Investor David Einhorn said technology stocks are in an “enormous” bubble and he has added a set of short wagers to profit from it.
“The question at hand is where are we in the psycholo..."
27,2020-10-27,13:05:00,TSLA,https://finance.yahoo.com/news/tesla-may-launched-energy-plan-170506874.html,Tesla May Have Launched Energy Plan To Help Reduce Electricity Rates,https://s.yimg.com/ny/api/res/1.2/g6r9rJJHC7VsTm1Myz_fKw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY0MA--/https://s.yimg.com/uu/api/res/1.2/2tLX47xfZ6xgdBRZIngpXw--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/622c9ab992ac3dccd3db30b6d17b6c93,"Tesla Inc (NASDAQ: TSLA) is known for more than its cars. The company also produces solar panels and batteries, designs computer chips, and writes self-driving software.
Now the company is looking to ..."
28,2020-10-27,11:20:00,TSLA,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-paccar-152003018.html,"The Zacks Analyst Blog Highlights: PACCAR, Genuine Parts Company, Tesla, General Motors and Harley-Davidson",https://s.yimg.com/ny/api/res/1.2/n80oVkYnhLOeA5t3ZDTdYg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTYwNC43MjQ0MDk0NDg4MTg4/https://s.yimg.com/uu/api/res/1.2/.Vhvyw2Z95zP5vBB6yP9kg--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-us/zacks.com/8728f380234ecdf173bbac80a8da0e17,"Chicago, IL – October 27, 2020 – Zacks.com announces the list of stocks featured in the Analyst Blog. Every day the Zacks Equity Research analysts discuss the latest news and events impacting stocks a..."
29,2020-10-27,10:59:00,TSLA,https://finance.yahoo.com/news/column-nickel-surplus-looms-electric-145940422.html,COLUMN-Nickel surplus looms as electric vehicle buzz fades: Andy Home,https://s.yimg.com/ny/api/res/1.2/Q5zCohCqhn8kwpo6kiovfw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwNjtoPTQ4/https://s.yimg.com/cv/apiv2/hlogos/reuters_Light.png,"(The opinions expressed here are those of the author, a columnist for Reuters)
* INSG nickel market balances: https://tmsnrt.rs/3jw7CXW
By Andy Home
LONDON, Oct 27 (Reuters) - The London Metal Exchang..."
30,2020-10-27,10:29:00,TSLA,https://www.investors.com/market-trend/stock-market-today/nasdaq-rises-after-monday-selloff-salesforce-leads-dow-jones/?src=A00220,"Nasdaq Rises After Monday Sell-Off; Salesforce Leads Dow Jones, Tesla Tests Key Support Level",https://www.investors.com/wp-content/uploads/2017/04/stock-nasdaq-2-nasdaq-1.jpg,"The Nasdaq composite led the stock market Tuesday morning after a nasty sell-off Monday that saw the Nasdaq and S&P 500 mark distribution days. In the Dow Jones Industrial Average, earnings reports fr..."
31,2020-10-27,10:25:00,TSLA,https://www.barrons.com/articles/alphabet-is-reporting-earnings-thursday-heres-how-to-play-it-with-options-51603808742?siteid=yhoof2,Alphabet Is Reporting Earnings Thursday. Heres How to Play It With Options.,https://images.barrons.com/im-250269/social,Text size  It is generally accepted fact among options strategists that there are 50/50 odds on betting on corporate earnings. An investor can be equally wrong or right that a stock will rise or fall ...
32,2020-10-27,10:17:00,TSLA,https://www.marketwatch.com/story/short-sellers-have-made-a-killing-on-these-5-stocks-11603807837?siteid=yhoof2,Short-sellers have made a killing on these 5 stocks so far this year,https://images.mktw.net/im-250275/horizontal,"The beatdown of all those who have bet against Elon Musk and Tesla’s TSLA, -4.39% stock has been well-chronicled. In fact, that ill-fated wager owns the crown of “worst short call” of the past five ye..."
33,2020-10-27,10:12:00,TSLA,https://www.investors.com/market-trend/stock-market-today/dow-jones-stock-market-rally-apple-stock-tesla-amd-xilinx-acquisition-twilio-earnings/?src=A00220,"Dow Jones Reverses Lower, But Apple, Tesla Rally; Xilinx Soars 13% On AMD Deal",https://www.investors.com/wp-content/uploads/2019/01/Stock-AMDRyzen-09-company.jpg,"The Dow Jones Industrial Average reversed lower after opening with modest gains early Tuesday. Apple rebounded from early losses, while Tesla briefly rallied over 2%. Advanced Micro Devices tumbled on..."
34,2020-10-27,09:01:00,TSLA,https://finance.yahoo.com/news/yes-tesla-beat-earnings-yes-130131829.html,"Yes, Tesla Beat Earnings  and Yes, Tesla Stock Is Still a Sell, Says Analyst",https://s.yimg.com/ny/api/res/1.2/HxBL1fSUos5z4vkj3m9W6w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTM5MA--/https://s.yimg.com/uu/api/res/1.2/hTz7DThkPy.xKP4IiFvfYw--~B/aD00MTY7dz0xMDI0O2FwcGlkPXl0YWNoeW9u/https://media.zenfs.com/en-US/tipranks_452/2bd5ccddb740399364560355a5298b34,"For a day that marked Tesla s (TSLA) fifth straight quarter of reporting positive profits, last week s 0.7% increase in the share price of Tesla stock seemed somewhat underwhelming.
Reporting earnings..."
35,2020-10-27,07:36:00,TSLA,https://www.fool.com/investing/2020/10/27/tesla-shanghai-factory-has-already-achieved-impres/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article,Tesla Shanghai Factory Has Already Achieved Impressive Scale,https://g.foolcdn.com/editorial/images/596596/tsla-shanghai-factory.jpeg,"Tesla s  new factory in Shanghai, China has been a blockbuster success for the company. Going from breaking ground at the beginning of 2019 to vehicle production less than a year later, the new factor..."
36,2020-10-27,04:42:00,TSLA,https://finance.yahoo.com/news/toyota-panasonic-battery-jv-boost-084204536.html,Toyota-Panasonic battery JV to boost efficiency to catch up with Chinese rivals,https://s.yimg.com/ny/api/res/1.2/1nPLoSRq3PSx1R6fRPbF5w--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY3Mg--/https://s.yimg.com/uu/api/res/1.2/p.ArYu08s6MGydf8yZnm3A--~B/aD01NjA7dz04MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en-US/reuters.com/697dc5a2df0abf6ba8a485ff22f76008,"By Makiko Yamazaki
TOKYO (Reuters) - A joint battery venture of Toyota Motor Corp and Panasonic Corp aims to boost efficiency of development and production processes by 10 times to better compete with..."
37,2020-10-27,04:01:00,TSLA,https://finance.yahoo.com/news/toyota-panasonic-battery-jv-boost-080122351.html,Toyota-Panasonic battery JV to boost efficiency to catch up with Chinese rivals,https://s.yimg.com/ny/api/res/1.2/Q5zCohCqhn8kwpo6kiovfw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwNjtoPTQ4/https://s.yimg.com/cv/apiv2/hlogos/reuters_Light.png,"By Makiko Yamazaki
TOKYO (Reuters) - A joint battery venture of Toyota Motor Corp <7203.T> and Panasonic Corp <6752.T> aims to boost efficiency of development and production processes by 10 times to b..."
38,2020-10-27,03:03:00,TSLA,https://finance.yahoo.com/news/tesla-reports-improved-miles-accidents-070328702.html,Tesla Reports Improved Miles-To-Accidents Ratio For Autopilot,https://s.yimg.com/ny/api/res/1.2/88tiATHLNdcRniR_18sgUA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTk2MDtoPTY0MA--/https://s.yimg.com/uu/api/res/1.2/abnWWYrMnX4SQBDrsIEEEQ--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/f3b2df77d47a2450f86c6bb99632c749,Tesla Inc (NASDAQ: TSLA) has released its “Vehicle Safety Report” for the third-quarter that contains figures related to accidents per mile involving the automaker’s vehicles with autopilot engaged an...
